Wawrzynek,John,CS150 Spring 2005,Rate the overall teaching effectiveness of this instructor,1,0,0,4,33,26,3
Lazzaro,John,CS152 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,3,3
Arnold,Stephen,CS160 Spring 2005,Rate the overall teaching effectiveness of this instructor,4,4,11,9,8,5,1
Smith,Alan J.,CS162 Spring 2005,Rate the overall teaching effectiveness of this instructor,1,1,11,12,9,5,3
Hilfinger,Paul,CS164 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,1,1,7,13,10,12
Brewer,Eric,CS169 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,4,8,9
Papadimitriou,Christos,CS170 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,2,7,18,14
Trevisan,Luca,CS170 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,4,2,10,16,6,2
Lucena,Brian,CS172 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,1,0,6,2
Karp,Richard M.,CS174 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,3,10
Khandekar,Rohit,CS174 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,4,7,2,1
O'brien,James,CS184 Spring 2005,Rate the overall teaching effectiveness of this instructor,1,2,2,6,14,12,5
Thomas,Megan,CS186 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,4,11,5,14,5,1
Russell,Stuart,CS188 Spring 2005,Rate the overall teaching effectiveness of this instructor,2,5,5,14,19,14,5
Shenker,Scott,CS194 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,1,6,7,4
Stoica,Ion,CS194 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,3,6,5,3
Culler,David E.,CS252 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,1,4,3,5
Bodik,Ras,CS264 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,7,10,3
Shenker,Scott,CS268 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,0,5,13
Stoica,Ion,CS268 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,1,2,8,7
Papadimitriou,Christos,CS270 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,1,1,2,19,10
Rao,Satish,CS273 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,1,2,4,5,0
Shewchuk,Jonathan,CS274 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,1,9,1
Wilensky,Robert,CS288 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,2,1
Katz,Randy H.,CS39K Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,4,8,2
Titterton,Nathaniel,CS3 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,6,11,16,22,2
Harvey,Brian K.,CS61A Spring 2005,Rate the overall teaching effectiveness of this instructor,1,0,1,1,12,22,41
Shewchuk,Jonathan,CS61B Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,1,1,8,23,49
Garcia,Dan,CS61C Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,2,0,6,24,41
Clancy,Michael J.,CS70 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,1,3,5,8,10,4
Wagner,David,CS70 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,3,10,22
Feldman,Jerome A.,CS182 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,2,2,6,6,5,2
Vazirani,Umesh,CS191 Spring 2005,Rate the overall teaching effectiveness of this instructor,1,0,0,0,5,7,4
Harvey,Brian K.,CS195 Spring 2005,Rate the overall teaching effectiveness of this instructor,0,0,0,0,2,4,6
